TIMESTAMP,PARTIDA_ID,PLAYER_ID,EQUIPO_ID,POS_X,POS_Y,SIZE,TOTAL_PLAYERS,MODO_JUEGO
2025-11-29 17:29:34.162,1,4,2,75,57,2,10,DUO
2025-11-29 17:29:34.162,1,5,3,44,4,2,10,DUO
2025-11-29 17:29:34.162,1,6,3,29,22,2,10,DUO
2025-11-29 17:29:34.162,1,7,4,84,26,2,10,DUO
2025-11-29 17:29:34.162,1,8,4,64,46,2,10,DUO
2025-11-29 17:29:34.162,1,9,5,87,23,2,10,DUO
2025-11-29 17:29:34.162,1,10,5,11,22,2,10,DUO
2025-11-29 17:29:34.262,1,1,1,51,10,2,10,DUO
2025-11-29 17:29:34.262,1,2,1,90,38,2,10,DUO
2025-11-29 17:29:34.262,1,3,2,61,22,2,10,DUO
2025-11-29 17:29:34.262,1,4,2,75,56,2,10,DUO
2025-11-29 17:29:34.262,1,5,3,44,3,2,10,DUO
2025-11-29 17:29:34.262,1,6,3,29,21,2,10,DUO
2025-11-29 17:29:34.262,1,7,4,84,25,2,10,DUO
2025-11-29 17:29:34.262,1,8,4,64,45,2,10,DUO
2025-11-29 17:29:34.262,1,9,5,87,22,2,10,DUO
2025-11-29 17:29:34.262,1,10,5,11,21,2,10,DUO
2025-11-29 17:29:34.363,1,1,1,51,9,2,10,DUO
2025-11-29 17:29:34.363,1,2,1,90,37,2,10,DUO
2025-11-29 17:29:34.363,1,3,2,61,21,2,10,DUO
2025-11-29 17:29:34.363,1,4,2,75,55,2,10,DUO
2025-11-29 17:29:34.363,1,5,3,44,2,2,10,DUO
2025-11-29 17:29:34.363,1,6,3,29,20,2,10,DUO
2025-11-29 17:29:34.363,1,7,4,84,24,2,10,DUO
2025-11-29 17:29:34.363,1,8,4,64,44,2,10,DUO
2025-11-29 17:29:34.363,1,9,5,87,21,2,10,DUO
2025-11-29 17:29:34.363,1,10,5,11,20,2,10,DUO
2025-11-29 17:29:34.464,1,1,1,51,8,2,10,DUO
2025-11-29 17:29:34.464,1,2,1,90,36,2,10,DUO
2025-11-29 17:29:34.464,1,3,2,61,20,2,10,DUO
2025-11-29 17:29:34.464,1,4,2,75,54,2,10,DUO
2025-11-29 17:29:34.464,1,5,3,44,1,2,10,DUO
2025-11-29 17:29:34.464,1,6,3,29,19,2,10,DUO
2025-11-29 17:29:34.464,1,7,4,84,23,2,10,DUO
2025-11-29 17:29:34.464,1,8,4,64,43,2,10,DUO
2025-11-29 17:29:34.464,1,9,5,87,20,2,10,DUO
2025-11-29 17:29:34.464,1,10,5,11,19,2,10,DUO
2025-11-29 17:29:34.564,1,1,1,51,7,2,10,DUO
2025-11-29 17:29:34.564,1,2,1,90,35,2,10,DUO
2025-11-29 17:29:34.564,1,3,2,61,19,2,10,DUO
2025-11-29 17:29:34.564,1,4,2,75,53,2,10,DUO
2025-11-29 17:29:34.564,1,5,3,44,0,2,10,DUO
2025-11-29 17:29:34.564,1,6,3,29,18,2,10,DUO
2025-11-29 17:29:34.564,1,7,4,84,22,2,10,DUO
2025-11-29 17:29:34.564,1,8,4,64,42,2,10,DUO
2025-11-29 17:29:34.564,1,9,5,87,19,2,10,DUO
2025-11-29 17:29:34.564,1,10,5,11,18,2,10,DUO
2025-11-29 17:29:34.665,1,1,1,51,6,2,10,DUO
2025-11-29 17:29:34.665,1,2,1,90,34,2,10,DUO
2025-11-29 17:29:34.665,1,3,2,61,18,2,10,DUO
2025-11-29 17:29:34.665,1,4,2,75,52,2,10,DUO
2025-11-29 17:29:34.665,1,5,3,44,99,2,10,DUO
2025-11-29 17:29:34.665,1,6,3,29,17,2,10,DUO
2025-11-29 17:29:34.665,1,7,4,84,21,2,10,DUO
2025-11-29 17:29:34.665,1,8,4,64,41,2,10,DUO
2025-11-29 17:29:34.665,1,9,5,87,18,2,10,DUO
